10,3.0,4.0,,,4.0,4.0,5.0,,,,,,5.0,,2.0,,,3.0,,3.0,,4.0,,,,4.0,,,,,5.0,,,,,,,4.0,4.0,4.0,,,,3.0,,4.0,,,,,3.0,3.0,,,5.0,,4.0,,,,,,2.0,,,2.0,4.0,,3.0,,,,,,,,,,,,,,4.0,,,4.0,,,,,4.0,,,5.0,3.0,,4.0,,,
11,2.0,3.0,1.0,,5.0,,4.0,4.0,5.0,,5.0,5.0,,5.0,,3.0,,4.0,5.0,2.0,,4.0,3.0,4.0,5.0,,5.0,5.0,4.0,3.0,,4.0,4.0,5.0,,,5.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,,3.0,,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,1.0,5.0,4.0,5.0,5.0,3.0,,,,5.0,,3.0,5.0,4.0,5.0,,,,2.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,2.0,,,4.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,,2.0,4.0,
12,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,4.0,,4.0,5.0,5.0,5.0,,,5.0,4.0,5.0,1.0,,4.0,,4.0,5.0,2.0,5.0,,5.0,4.0,5.0,4.0,4.0,5.0,4.0,,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,,5.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,,,,,3.0,4.0,5.0,,5.0,4.0,,5.0,5.0,5.0,,,4.0,5.0,5.0,5.0,4.0,5.0,,4.0,5.0,5.0,5.0,3.0,4.0,
13,5.0,,5.0,5.0,5.0,3.0,,4.0,,,,5.0,3.0,,2.0,3.0,4.0,,,3.0,4.0,3.0,4.0,4.0,,3.0,5.0,2.0,,,4.0,,4.0,,,,,2.0,,3.0,,,,3.0,,4.0,,,,,2.0,5.0,2.0,,,4.0,3.0,3.0,,5.0,2.0,,,4.0,,3.0,4.0,1.0,3.0,5.0,4.0,3.0,,,3.0,4.0,,2.0,,3.0,,5.0,,,,,3.0,2.0,,4.0,4.0,,4.0,4.0,,4.0,4.0,,,
14,5.0,,4.0,5.0,5.0,4.0,5.0,,,5.0,,,5.0,,1.0,4.0,,,,3.0,,,,,4.0,,,4.0,,3.0,4.0,,,,,,,4.0,,3.0,,,,5.0,,,,,,,4.0,4.0,,,,5.0,,4.0,,5.0,,,,5.0,,3.0,4.0,,3.0,5.0,,2.0,,,3.0,,,,,3.0,,5.0,,,2.0,,,,,,,,1.0,3.0,,,4.0,,5.0,4.0
15,5.0,,,4.0,5.0,,,3.0,,4.0,,2.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,,,2.0,3.0,,,,,5.0,3.0,,4.0,3.0,3.0,5.0,2.0,5.0,,,,,,3.0,4.0,,,2.0,3.0,5.0,,4.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,,5.0,,,,,,4.0,3.0,5.0,3.0,5.0,5.0,1.0,3.0,3.0,3.0,,4.0,,,4.0,5.0,,,4.0,4.0,,,,,4.0,,,3.0,,3.0,,3.0,3.0,,
16,5.0,,,,,,,,,,,,,4.0,1.0,,,,,2.0,,3.0,,,,4.0,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,3.0,,,
17,3.0,,1.0,,,,4.0,,2.0,,5.0,3.0,,,,,,3.0,2.0,,2.0,3.0,2.0,,4.0,4.0,,4.0,4.0,2.0,1.0,4.0,4.0,4.0,,,,,,,,4.0,2.0,,,,,1.0,,,,2.0,4.0,,2.0,,,,,,,,,,,,,5.0,2.0,,,2.0,,,,,3.0,,1.0,4.0,,,,,,,4.0,,,,4.0,3.0,,,4.0,4.0,,,4.0,
19,5.0,,,3.0,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,3.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,3.0,4.0,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,4.0,2.0,,
20,4.0,,,,,,4.0,,,,,,,,1.0,4.0,,2.0,,4.0,4.0,,,,,,,4.0,,,3.0,,,,,,,,,4.0,,,,,,4.0,,,,,3.0,,2.0,,,,,5.0,,,,,,,,5.0,3.0,,,4.0,,,,,3.0,,,,,,,4.0,,,,,,,,,,,,4.0,2.0,,5.0,1.0,,
21,1.0,,3.0,,,,,,,,,,,,1.0,,,,,3.0,,3.0,,,3.0,3.0,,,2.0,,,2.0,2.0,3.0,,,,,,,,,,3.0,,,,3.0,,,,3.0,,2.0,4.0,,,,3.0,,,,,,,3.0,,,,,5.0,3.0,2.0,,2.0,,4.0,,,2.0,,,,,5.0,,2.0,,,,3.0,2.0,3.0,,,,,,,
22,4.0,5.0,4.0,5.0,4.0,,4.0,3.0,4.0,4.0,5.0,5.0,,5.0,,3.0,5.0,2.0,5.0,4.0,4.0,,1.0,5.0,5.0,1.0,5.0,4.0,5.0,3.0,,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,,5.0,,5.0,,4.0,3.0,5.0,3.0,5.0,,5.0,4.0,,5.0,5.0,5.0,4.0,5.0,,,3.0,5.0,4.0,2.0,5.0,3.0,5.0,4.0,4.0,3.0,5.0,2.0,,5.0,5.0,4.0,3.0,5.0,,5.0,4.0,,5.0,1.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,,5.0,4.0,
23,4.0,3.0,5.0,4.0,5.0,4.0,5.0,,5.0,,,4.0,,,,,4.0,4.0,,4.0,,,5.0,,5.0,,,,,4.0,4.0,,5.0,5.0,3.0,4.0,,4.0,3.0,4.0,5.0,,3.0,,5.0,2.0,4.0,,,5.0,4.0,,3.0,4.0,4.0,4.0,5.0,,,4.0,,,,5.0,,3.0,4.0,,5.0,5.0,,3.0,3.0,,3.0,4.0,4.0,4.0,,5.0,3.0,4.0,3.0,2.0,,4.0,,5.0,4.0,,4.0,5.0,4.0,,4.0,3.0,,2.0,4.0,
24,3.0,,1.0,,4.0,,,3.0,4.0,3.0,5.0,,,3.0,1.0,,,,3.0,,,2.0,,,4.0,5.0,,,5.0,,3.0,4.0,3.0,4.0,,,1.0,2.0,,,,3.0,3.0,,3.0,5.0,,3.0,4.0,,3.0,5.0,3.0,3.0,4.0,,,,5.0,,4.0,,,3.0,5.0,,1.0,5.0,3.0,4.0,,3.0,,,3.0,,4.0,,3.0,,2.0,4.0,,,,5.0,4.0,4.0,,5.0,,3.0,,4.0,4.0,4.0,,4.0,2.0,
25,4.0,3.0,1.0,3.0,4.0,2.0,5.0,3.0,3.0,3.0,,2.0,4.0,3.0,5.0,4.0,2.0,3.0,3.0,3.0,,3.0,,3.0,4.0,5.0,,3.0,,3.0,3.0,3.0,4.0,4.0,,2.0,3.0,2.0,,,4.0,3.0,5.0,4.0,,2.0,3.0,2.0,,,1.0,4.0,2.0,4.0,5.0,,3.0,4.0,,5.0,4.0,4.0,,,,4.0,2.0,1.0,2.0,,,2.0,3.0,,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,,,,4.0,4.0,,,4.0,,4.0,3.0,,,,2.0,3.0,,
26,3.0,,,4.0,,,4.0,,,3.0,,,3.0,,,,3.0,4.0,3.0,,5.0,,,,,,,,,3.0,4.0,,4.0,,,,,3.0,,,,,,,,,,3.0,2.0,3.0,3.0,,,3.0,,2.0,5.0,,,4.0,,,,,3.0,3.0,3.0,4.0,,,,,,,3.0,3.0,3.0,,,3.0,,4.0,,2.0,,,,1.0,4.0,,,,,3.0,4.0,4.0,4.0,,,
27,2.0,4.0,3.0,,,4.0,,,,,4.0,,,,,,,3.0,,,,4.0,,,3.0,5.0,,,3.0,3.0,,,,,,,,,,,,,4.0,,,1.0,,4.0,,1.0,,4.0,3.0,,1.0,,,4.0,4.0,,,,,,,,,,,,,,3.0,,3.0,,3.0,,4.0,,,,,,,,,,,,,3.0,3.0,,2.0,,,1.0,,
28,4.0,5.0,5.0,3.0,5.0,4.0,,3.0,4.0,4.0,4.0,,4.0,5.0,,,5.0,3.0,5.0,4.0,4.0,,,5.0,4.0,2.0,,,4.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,,5.0,4.0,4.0,2.0,4.0,3.0,5.0,,3.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,,,4.0,3.0,4.0,2.0,4.0,5.0,5.0,,4.0,3.0,3.0,3.0,5.0,5.0,4.0,,4.0,5.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,,2.0,4.0,
29,1.0,3.0,2.0,,,,,3.0,2.0,,3.0,,,,,3.0,2.0,3.0,3.0,,,1.0,,,3.0,2.0,3.0,2.0,,1.0,,4.0,2.0,,,2.0,5.0,,3.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,4.0,,2.0,2.0,,3.0,,3.0,,5.0,,4.0,,2.0,3.0,3.0,,,,,,5.0,2.0,2.0,,,,2.0,,3.0,1.0,,3.0,3.0,3.0,4.0,,,,2.0,4.0,,2.0,2.0,,1.0,3.0,,2.0,,
30,3.0,,,,5.0,3.0,5.0,,,,,,,,,,3.0,,,4.0,,,,,,2.0,,,,,,,,4.0,,,,,,,3.0,,,,5.0,,,,,1.0,4.0,,,,,4.0,,,,,,,,,,,3.0,,,,,,,,5.0,,,,,5.0,,,,,,,,4.0,,,,,,4.0,,,4.0,,4.0,4.0
31,3.0,4.0,,,,,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,,,3.0,1.0,5.0,4.0,4.0,4.0,,4.0,4.0,3.0,4.0,,4.0,2.0,,3.0,3.0,3.0,4.0,4.0,,2.0,4.0,,,,5.0,4.0,,3.0,,4.0,3.0,1.0,,5.0,,3.0,5.0,,,4.0,,4.0,3.0,,4.0,4.0,,3.0,,4.0,2.0,,,,,,3.0,3.0,3.0,3.0,,4.0,5.0,3.0,,4.0,,4.0,,,4.0,4.0,4.0,4.0,5.0,,,3.0,,3.0,3.0,
32,5.0,4.0,4.0,2.0,4.0,,,3.0,5.0,1.0,,,,,,,,3.0,,3.0,2.0,,,,,3.0,,,,,3.0,,,5.0,,,,4.0,,,5.0,2.0,,,5.0,5.0,,,,1.0,5.0,2.0,2.0,4.0,,,,,,,,,,4.0,,,3.0,,4.0,5.0,,,,,4.0,4.0,,,,5.0,,,,,,3.0,4.0,5.0,,,,,,,,4.0,4.0,,,
33,4.0,,5.0,,3.0,,4.0,,3.0,3.0,5.0,,5.0,,,,,4.0,,,,3.0,,,4.0,4.0,3.0,,4.0,2.0,,4.0,4.0,,,,,3.0,,,,,,,,3.0,,3.0,3.0,1.0,,,,,3.0,,5.0,,5.0,,4.0,,3.0,,,,,5.0,,,,1.0,,,,,4.0,,3.0,,,4.0,,3.0,,4.0,5.0,2.0,5.0,,,3.0,,,4.0,5.0,,2.0,2.0,
36,2.0,,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,3.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,
38,3.0,,3.0,,,,,3.0,2.0,,4.0,3.0,,3.0,,,,,2.0,,,1.0,,2.0,3.0,,3.0,,3.0,1.0,,,1.0,,3.0,,5.0,,3.0,2.0,,3.0,4.0,3.0,,,2.0,4.0,2.0,5.0,,3.0,,,2.0,,4.0,3.0,4.0,,3.0,4.0,3.0,,3.0,2.0,,1.0,,,4.0,5.0,3.0,3.0,2.0,,3.0,,1.0,,3.0,3.0,3.0,5.0,4.0,,3.0,1.0,,3.0,3.0,3.0,3.0,,,,,,,2.0
39,4.0,5.0,3.0,,4.0,,,3.0,3.0,,4.0,4.0,,2.0,,,,1.0,,,,3.0,,,3.0,,,,,3.0,,3.0,,,4.0,,,,,,,4.0,4.0,,,3.0,,,2.0,1.0,4.0,,3.0,3.0,3.0,,4.0,,,,3.0,,,5.0,,,2.0,,,,,3.0,,,,,4.0,,2.0,4.0,,2.0,,3.0,,2.0,,,3.0,,,4.0,,4.0,,2.0,,2.0,4.0,
40,3.0,,2.0,,,,,3.0,,,,,,,,4.0,,,1.0,2.0,2.0,3.0,,1.0,3.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,3.0,,,3.0,1.0,,2.0,3.0,,3.0,,3.0,,,,,,,4.0,,,,,,1.0,2.0,,4.0,4.0,,,,,,,,2.0,,,,,,3.0,3.0,,2.0,,,2.0,,,,,,,,
41,2.0,,,,,,,,3.0,,3.0,,,,,,,,3.0,,,,,,3.0,2.0,,2.0,4.0,,,3.0,5.0,,3.0,,5.0,,,,,,,,,,,4.0,2.0,1.0,,3.0,,,,,,,4.0,,,,,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,3.0,,,1.0,,,,,,,,
42,5.0,,4.0,3.0,5.0,3.0,4.0,4.0,4.0,,4.0,5.0,,,,,,4.0,,,5.0,4.0,5.0,,4.0,4.0,,4.0,,,,4.0,5.0,4.0,,,5.0,3.0,,4.0,4.0,2.0,,4.0,1.0,4.0,4.0,4.0,2.0,1.0,5.0,3.0,4.0,5.0,3.0,3.0,,,,4.0,4.0,,3.0,3.0,,,3.0,5.0,3.0,5.0,,,,2.0,3.0,,5.0,,5.0,,,,,,,,2.0,,5.0,,2.0,5.0,,,5.0,5.0,,4.0,5.0,
43,4.0,,,,,,,3.0,,2.0,,,,,,,,,,,,,,3.0,1.0,,,,,,,5.0,3.0,,4.0,,,,3.0,,,,,3.0,,,,,3.0,1.0,,1.0,,,,,4.0,,4.0,,,,,,,4.0,,2.0,,,,,,,3.0,,,,3.0,,,3.0,3.0,4.0,,,,,,3.0,,,3.0,,2.0,,,3.0,,
44,5.0,5.0,,,4.0,,,3.0,,,4.0,5.0,4.0,,,4.0,4.0,,3.0,3.0,,,3.0,4.0,3.0,1.0,,3.0,,,,,4.0,4.0,3.0,3.0,,3.0,3.0,4.0,,3.0,,3.0,,,,,,1.0,,4.0,2.0,3.0,2.0,,3.0,4.0,,3.0,,4.0,4.0,4.0,5.0,4.0,3.0,4.0,,,3.0,,,,2.0,,,,,2.0,,,4.0,,,,,,1.0,4.0,,4.0,,,,,,,,
45,5.0,,3.0,5.0,5.0,3.0,3.0,,5.0,,,,,,,,,2.0,,4.0,,,,,,,,,,5.0,3.0,,,4.0,,,,,,,5.0,,,,,,,,,1.0,,,,3.0,5.0,,,5.0,,5.0,,,,,,,3.0,,3.0,,,,,,3.0,,,,,,,,,3.0,,,4.0,,,,5.0,,,5.0,,,4.0,,,5.0
46,4.0,,,,,,,4.0,,,,,,,,,,4.0,,,,,,,3.0,,,,4.0,,,,3.0,,,,,,2.0,,,,,,5.0,3.0,,,,1.0,,,,,,,,,,,,,3.0,,,,3.0,,4.0,,,,,,4.0,4.0,,,,,,,3.0,,,,,,4.0,,,,,,,,,2.0,4.0,
47,4.0,5.0,,3.0,5.0,,,4.0,5.0,,3.0,,3.0,,,4.0,,4.0,,2.0,,1.0,4.0,3.0,4.0,4.0,,4.0,,3.0,4.0,4.0,5.0,4.0,2.0,3.0,,4.0,,4.0,4.0,5.0,,4.0,4.0,4.0,4.0,,3.0,5.0,4.0,,3.0,4.0,,4.0,3.0,4.0,,4.0,,,4.0,2.0,,1.0,4.0,,4.0,5.0,,2.0,,,3.0,,1.0,3.0,,5.0,4.0,,,,,,5.0,5.0,5.0,5.0,3.0,4.0,,3.0,4.0,,,,,4.0
48,5.0,,5.0,4.0,5.0,,,4.0,,4.0,,,,,,,,3.0,5.0,2.0,,,5.0,4.0,,,,,5.0,5.0,4.0,,,4.0,,,,4.0,,,,,5.0,5.0,5.0,4.0,,2.0,3.0,1.0,5.0,,,3.0,,,,5.0,,4.0,,,2.0,,,4.0,4.0,,4.0,5.0,,,,,4.0,4.0,4.0,5.0,,5.0,3.0,,,3.0,,,,,5.0,5.0,4.0,,,4.0,4.0,,,4.0,5.0,
49,3.0,,4.0,,,,,3.0,4.0,3.0,4.0,3.0,3.0,,,,,,3.0,,,,,,,,,,4.0,3.0,4.0,,2.0,3.0,,,,,,,,,,3.0,,,,4.0,,1.0,,4.0,3.0,,4.0,,5.0,,5.0,,3.0,,,,,,,3.0,2.0,,4.0,2.0,,,1.0,,3.0,4.0,,,4.0,,,3.0,4.0,2.0,,,,3.0,,3.0,5.0,3.0,4.0,,,,3.0,
50,5.0,5.0,5.0,4.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,4.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,3.0,4.0,5.0,4.0,5.0,3.0,4.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,,5.0,4.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,,5.0,5.0,4.0,4.0,2.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,
51,4.0,2.0,3.0,,5.0,2.0,,4.0,3.0,4.0,,3.0,4.0,4.0,,4.0,4.0,2.0,3.0,,2.0,3.0,2.0,4.0,3.0,,,,,3.0,,4.0,,,4.0,,,,3.0,,,,,3.0,,,,4.0,,1.0,,5.0,3.0,,,1.0,4.0,5.0,5.0,,,4.0,,,5.0,,,5.0,3.0,,5.0,,,,2.0,,5.0,,,,,,4.0,,,,,,4.0,,2.0,,5.0,,,,,2.0,2.0,
52,4.0,4.0,,5.0,4.0,3.0,5.0,,5.0,4.0,,,5.0,,,4.0,4.0,,,4.0,4.0,3.0,4.0,4.0,,3.0,,,,,4.0,,,,,,,,,4.0,,,,5.0,,5.0,,,,1.0,5.0,,,4.0,5.0,3.0,,4.0,,4.0,,,,4.0,4.0,,3.0,,4.0,,,,,,3.0,,,5.0,,,,,,,3.0,,,3.0,4.0,4.0,2.0,,,3.0,,,4.0,,5.0,
53,3.0,5.0,1.0,,5.0,3.0,,3.0,4.0,,3.0,2.0,,,,,,3.0,5.0,,3.0,3.0,1.0,,4.0,,5.0,2.0,5.0,3.0,,1.0,3.0,,,,1.0,,,,4.0,,,3.0,1.0,4.0,2.0,,4.0,2.0,4.0,2.0,,1.0,3.0,,,4.0,,,3.0,4.0,4.0,,,1.0,2.0,,3.0,,2.0,,,2.0,2.0,,2.0,,1.0,,,4.0,1.0,1.0,,,,1.0,3.0,4.0,2.0,4.0,2.0,5.0,1.0,,,1.0,4.0,
54,3.0,3.0,,,4.0,,,3.0,4.0,,5.0,5.0,,,,,3.0,,4.0,2.0,2.0,,,3.0,3.0,,2.0,,4.0,3.0,,3.0,3.0,2.0,4.0,,4.0,,3.0,,,3.0,4.0,4.0,,,,4.0,4.0,2.0,,5.0,,,4.0,,4.0,4.0,,,3.0,4.0,4.0,,,4.0,,3.0,,,4.0,,2.0,3.0,2.0,,4.0,,3.0,,,,4.0,4.0,,,,,3.0,4.0,2.0,3.0,4.0,,3.0,3.0,,2.0,3.0,4.0
55,5.0,,,,5.0,,,3.0,4.0,,5.0,3.0,,4.0,,,,4.0,,,,4.0,4.0,,4.0,,,4.0,4.0,4.0,2.0,,4.0,3.0,,,,4.0,4.0,,3.0,5.0,2.0,4.0,2.0,3.0,,4.0,2.0,1.0,,2.0,5.0,4.0,5.0,,,,,4.0,3.0,,4.0,2.0,,,,5.0,4.0,4.0,,,4.0,3.0,2.0,,4.0,,3.0,,,,4.0,,,4.0,5.0,3.0,5.0,4.0,3.0,3.0,,4.0,4.0,4.0,,3.0,3.0,3.0
56,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,5.0,5.0,4.0,4.0,,3.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,1.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,,3.0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,2.0,5.0,3.0,5.0,,3.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,,,5.0,4.0
57,5.0,,,4.0,,5.0,5.0,,,,,,,,,5.0,,4.0,,,,,,,3.0,,,5.0,,,,,,,,,,,,,,,,,,,,,4.0,1.0,4.0,,,,,,,4.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,2.0,,,,,,,,4.0,,,
58,4.0,,4.0,4.0,4.0,4.0,,4.0,5.0,3.0,2.0,,4.0,5.0,,4.0,4.0,4.0,3.0,,3.0,,2.0,3.0,4.0,,4.0,,,,3.0,4.0,,3.0,3.0,3.0,,,4.0,4.0,3.0,3.0,,4.0,4.0,4.0,4.0,3.0,3.0,1.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,,4.0,,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,,,,3.0,,3.0,5.0,,3.0,3.0,4.0,4.0,3.0,,,4.0,2.0,4.0,5.0,5.0,,3.0,3.0,4.0,3.0,,3.0,5.0,
59,5.0,,4.0,4.0,5.0,,5.0,,,,,1.0,,,,,,4.0,,,,5.0,4.0,,,4.0,,,,,5.0,,,4.0,,,,,,5.0,,,,4.0,2.0,,5.0,,,1.0,,,,,,,4.0,5.0,,3.0,,,,,,,3.0,,,4.0,,,,,4.0,,,,,,,,,,,,,,4.0,,,,,5.0,,4.0,5.0,,,
60,5.0,,4.0,4.0,5.0,,4.0,,,,,,,,,,,,,,,5.0,,,,4.0,,,,,5.0,,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,,,3.0,,,,5.0,,,3.0,,,4.0,,,,,3.0,,,,,,,,,,,,,,4.0,,,,,5.0,,3.0,5.0,,4.0,
